Date,Orquestra,Title,Singer,Style,Composer,Author
1958-12-19,Dir. Jorge Dragone,Candonga,Alberto CASTILLO,CANDOMBE, , 
1958-12-19,Dir. Jorge Dragone,Macumba cumba,Alberto CASTILLO,MARCHA CANDOMBE, , 
1950-07-28,Alberto MANCIONE,Tinta roja,Francisco Fiorentino,TANGO,Sebastián Piana,Cátulo Castillo
1950-07-28,Alberto MANCIONE,Ventarrón, ,TANGO,Pedro Maffia,José Horacio Staffolani
1950-12-29,Alberto MANCIONE,Don Goyo, ,TANGO,Luis Bernstein, 
1950-12-29,Alberto MANCIONE,Te aconsejo que me olvides,Francisco Fiorentino,TANGO,Pedro Maffia,Jorge Curi
1951-03-30,Alberto MANCIONE,El motivo (Pobre paica),Francisco Fiorentino,TANGO,Juan Carlos Cobián,Pascual Contursi
1951-03-30,Alberto MANCIONE,Sorbos amargos,Jorge Ledesma,TANGO,Lucio Demare,Agustín Irusta y Roberto Fugazot
1951-05-24,Alberto MANCIONE,El refrán, ,TANGO,Roberto Peppe, 
1951-05-24,Alberto MANCIONE,Ojos negros,Jorge Ledesma,TANGO,Vicente Greco,Pedro Numa Cordoba
1951-06-29,Alberto MANCIONE,Araca corazón,Jorge Ledesma,TANGO,Enrique Delfino,Alberto Vacarezza
1951-06-29,Alberto MANCIONE,El cencerro, ,TANGO,José Martínez,Francisco Lío
1951-06-29,Alberto MANCIONE,Larga noche,Jorge Ledesma,TANGO, , 
1951-06-29,Alberto MANCIONE,Retintin, ,TANGO,Eduardo Arolas,Gabriel Clausi
1952-01-18,Alberto MANCIONE,Entrá nomás,Jorge Ledesma,TANGO,Juan Rezzano,Francisco Bastardi
1952-01-18,Alberto MANCIONE,Pa' mí es igual (Siempre amigos),Angel Varela,TANGO,Lucio Demare y Roberto Fugazot,Enrique Cadícamo y Agustín Irusta
1952-04-23,Alberto MANCIONE,Desde entonces,Jorge Ledesma,VALS, , 
1952-04-23,Alberto MANCIONE,Lorenzo, ,TANGO,Agustín Bardi, 
1952-06-13,Alberto MANCIONE,La cumparsita, ,TANGO,Gerardo Matos Rodriguez,Gerardo Matos Rodriguez
1952-06-16,Alberto MANCIONE,Cachá viaje,Jorge Ledesma,TANGO,Jaime Vila,Ernesto Cardenal
1952-08-20,Alberto MANCIONE,Cicatrices,Jorge Ledesma,TANGO,Adolfo Avilés,Enrique Maroni
1952-08-20,Alberto MANCIONE,El pañuelito,Jorge Ledesma y Angel Varela,TANGO,Juan de Dios Filiberto,Gabino Coria Peñaloza
1952-11-07,Alberto MANCIONE,Sábado inglés, ,TANGO,Juan Maglio, 
1952-11-07,Alberto MANCIONE,Señores permiso,Jorge Ledesma y Angel Varela,MILONGA, , 
1952-11-26,Alberto MANCIONE,Llevame contigo,Jorge Ledesma,TANGO, , 
1952-11-26,Alberto MANCIONE,Margarita Gauthier,Angel Varela,TANGO,Joaquín Mora,Julio Jorge Nelson
1953-01-30,Alberto MANCIONE,El chamuyo, ,TANGO,Francisco Canaro, 
1953-01-30,Alberto MANCIONE,Honor gaucho,Jorge Ledesma,TANGO,Agustín Magaldi,Juan Fulginiti
1953-03-13,Alberto MANCIONE,Aquí parado en la esquina,Jorge Ledesma,TANGO,Rafael Rossi,Alfredo Bigeschi
1953-03-13,Alberto MANCIONE,Lágrimas, ,TANGO,Eduardo Arolas, 
1953-05-29,Alberto MANCIONE,Astorpia, ,TANGO, , 
1953-05-29,Alberto MANCIONE,Como el humo,Jorge Ledesma,TANGO, , 
1954-07-05,Alberto MANCIONE,En blanco y negro,Jorge Ledesma y Héctor Alvarado,MILONGA,Néstor Feria,Fernán Silva Valdés
1954-07-05,Alberto MANCIONE,Tan lejos,Jorge Ledesma y Héctor Alvarado,TANGO, , 
1954-12-09,Alberto MANCIONE,La mujer y los vinos,Jorge Ledesma y Héctor Alvarado y Ubaldo Martinez,MILONGA, , 
1954-12-09,Alberto MANCIONE,No matarás,Héctor Alvarado,TANGO,Juan José Paz,Eugenio Majul
1955-06-03,Alberto MANCIONE,Bien jaileife,Héctor Alvarado,TANGO,Vicente Demarco,Silvio Marinucci y Oscar Lucchesi
1955-06-03,Alberto MANCIONE,Un cielo para los dos,Jorge Ledesma y Héctor Alvarado,VALS,Ángel Cabral,Enrique Dizeo
1956-07-25,Alberto MANCIONE,Chuzas,Luis Correa,MILONGA,René Ruiz,Enrique Uzal
1956-07-25,Alberto MANCIONE,Con las manos vacías,Héctor Alvarado,TANGO,Roberto Vallejos,Eugenio Majul
1947-04-07,Dir. Emilio Balcarce,La muchacha del circo,Alberto MARINO,TANGO,Gerardo Matos Rodríguez,Manuel Romero
1947-04-09,Dir. Emilio Balcarce,Organito de la tarde,Alberto MARINO,TANGO,Cátulo Castillo,José González Castillo
1947-05-23,Dir. Emilio Balcarce,Estudiante,Alberto MARINO,TANGO,Carlos Gardel,Alfredo Le Pera y Mario Battistella
1947-05-23,Dir. Emilio Balcarce,La canción más triste,Alberto MARINO,TANGO,Enrique Munné,Roberto Lambertucci
1947-07-18,Dir. Emilio Balcarce,De tardecita,Alberto MARINO,TANGO,Nicolás Messutti,Carlos Álvarez Pintos
1947-07-18,Dir. Emilio Balcarce,Desencanto,Alberto MARINO,TANGO,Enrique Santos Discepolo,Luis César Amadori y Enrique Santos Discepolo
1947-09-10,Dir. Emilio Balcarce,Fui,Alberto MARINO,TANGO, , 
1947-09-10,Dir. Emilio Balcarce,Los ejes de mi carreta,Alberto MARINO,MILONGA,Atahualpa Yupanqui,Romildo Risso
1947-11-06,Dir. Emilio Balcarce,El motivo (Pobre paica),Alberto MARINO,TANGO,Juan Carlos Cobián,Pascual Contursi
1947-11-06,Dir. Emilio Balcarce,Qué habrá sido de Lucía,Alberto MARINO,TANGO,Emilio Balcarce,Leopoldo Díaz Vélez
1948-01-20,Dir. Emilio Balcarce,Calle del ocaso,Alberto MARINO,TANGO, , 
1948-01-20,Dir. Emilio Balcarce,La tarde del adios,Alberto MARINO,TANGO, , 
1949-01-13,Dir. Hector Maria Artola,Desvelo (De flor en flor),Alberto MARINO,TANGO,Eduardo Bonessi,Enrique Cadícamo
1949-01-13,Dir. Hector Maria Artola,Mano cruel,Alberto MARINO,TANGO,Carmelo Mutarelli,Armando Tagini
1949-05-24,Dir. Hector Maria Artola,Nací en Pompeya,Alberto MARINO,TANGO,Natty Paredes,José Rótulo
1949-05-24,Dir. Hector Maria Artola,Rosas de abril,Alberto MARINO,VALS,Rafael Rossi,Eugenio Cárdenas
1949-08-19,Dir. Hector Maria Artola,Duelo criollo,Alberto MARINO,TANGO,Juan Rezzano,Lito Bayardo
1949-08-19,Dir. Hector Maria Artola,Sueño querido,Alberto MARINO,TANGO,Ángel Maffia,Mario Battistella
1956-06-15,Dir. Osvaldo Tarantino,Su nombre era Margot,Alberto MARINO,TANGO,Ángel Cabral,Ángel Cabral
1956-06-15,Dir. Osvaldo Tarantino,Tango de otros tiempos,Alberto MARINO,TANGO,Alberto Marino y Washington Reyes,Ulderino Caserio
1959-10-23,Dir. Roberto Grela,Dame mi libertad,Alberto MARINO,TANGO,Manuel Sucher,Carlos Bahr
1959-10-23,Dir. Roberto Grela,Tres cariños,Alberto MARINO,TANGO,Alberto Marino,Enrique García Satur
1959-10-30,Dir. Roberto Grela,Ojos tristes (Ojos muertos),Alberto MARINO,TANGO,Rafael Iriarte,Alfredo Navarrine
1959-10-30,Dir. Roberto Grela,Senda florida,Alberto MARINO,TANGO,Rafael Rossi,Eugenio Cárdenas
1960-05-04,Dir. Alberto Di Paulo,Telón,Alberto MARINO,TANGO,Lucio Demare,Homero Manzi
1960-08-04,Dir.  Alberto Di Paulo,La calle sin sueño,Alberto MARINO,TANGO,Lucio Demare,Enrique Cadícamo
1954-08-26,Dir. Armando Cupo,Avergonzado,Alberto MORAN,TANGO, , 
1954-08-26,Dir. Armando Cupo,No te engañes corazón,Alberto MORAN,TANGO,Rodolfo Sciammarella,Rodolfo Sciammarella
1955-01-01,Dir. Armando Cupo,Acordandome de vos,Alberto MORAN,VALS,Aníbal Troilo,Enrique Dizeo
1955-01-01,Dir. Armando Cupo,Andate por dios,Alberto MORAN,TANGO,Eladio Blanco,Raúl Hormaza
1955-01-01,Dir. Armando Cupo,Ciego,Alberto MORAN,TANGO,Luis Rubistein,Luis Rubistein
1955-01-01,Dir. Armando Cupo,Como se hace un tango,Alberto MORAN,TANGO,Arturo Gallucci,Enrique Dizeo
1955-01-01,Dir. Armando Cupo,Con las manos vacias,Alberto MORAN,TANGO,Roberto Vallejos,Eugenio Majul
1955-01-01,Dir. Armando Cupo,En el salón,Alberto MORAN,TANGO,Cristóbal Herreros,Leopoldo Díaz Vélez
1955-01-01,Dir. Armando Cupo,La vi llegar,Alberto MORAN,TANGO,Enrique Francini,Julián Centeya
1955-01-01,Dir. Armando Cupo,Mas solo que nunca,Alberto MORAN,TANGO,Federico Leone,Enrique Dizeo
1955-01-01,Dir. Armando Cupo,Media noche,Alberto MORAN,TANGO,Aníbal Troilo,Héctor Gagliardi
1955-01-01,Dir. Armando Cupo,No quiero perderte,Alberto MORAN,TANGO,Enrique Camerano,Alberto Morán
1955-01-01,Dir. Armando Cupo,Nosotros dos,Alberto MORAN,TANGO, , 
1955-01-01,Dir. Armando Cupo,Nuestra noche,Alberto MORAN,TANGO,Carlos Viván,Yaraví
1955-01-01,Dir. Armando Cupo,Por limosna no,Alberto MORAN,TANGO,Ernesto Rossi y Pascual Otero,Manuel Barros
1955-01-01,Dir. Armando Cupo,Puede ser que no te rías,Alberto MORAN,TANGO,Leo Lipesker y Juan Sánchez Gorio,Reinaldo Yiso
1955-01-01,Dir. Armando Cupo,Qué fácil es decir,Alberto MORAN,TANGO,Rodolfo Sciammarella,Rubén Fernández de Olivera
1955-01-01,Dir. Armando Cupo,Silencio,Alberto MORAN,TANGO,Carlos Gardel y Horacio Pettorossi,Alfredo Le Pera y Horacio Pettorossi
1955-01-01, ,Solamente tu,Alberto MORAN,CANCION BOLERO, , 
1955-01-01,Dir. Armando Cupo,Su nombre era Margot,Alberto MORAN,TANGO,Ángel Cabral,Ángel Cabral
1955-01-01,Dir. Armando Cupo,Un cariño,Alberto MORAN,TANGO, , 
1955-01-01,Dir. Armando Cupo,Un infierno,Alberto MORAN,TANGO,Francisco Rotundo,Reinaldo Yiso
1955-01-01,Dir. Armando Cupo,Un tormento,Alberto MORAN,TANGO, , 
1955-01-01,Dir. Armando Cupo,Una vida más,Alberto MORAN,TANGO, , 
1955-01-01,Dir. Armando Cupo,Y no puedo olvidarte,Alberto MORAN,TANGO,Armando Cupo,Abel Aznar
1955-01-01,Dir. Armando Cupo,Y no te voy a llorar,Alberto MORAN,TANGO,Luciano Leocata,Abel Aznar
1955-01-01,Dir. Armando Cupo,Y no tenés perdón,Alberto MORAN,TANGO,Floreal Ruiz y Francisco Rotundo,Sara Rainer
1955-01-01,Dir. Armando Cupo,Y todavia te quiero,Alberto MORAN,TANGO,Luciano Leocata,Abel Aznar
1955-01-27,Dir. Armando Cupo,Arrepentido,Alberto MORAN,TANGO,Rodolfo Sciammarella,Rodolfo Sciammarella
1955-01-27,Dir. Armando Cupo,Quemá esas cartas,Alberto MORAN,VALS,Alberto Cosentino,Juan Pedro López
1955-02-22,Dir. Armando Cupo,San José de Flores,Alberto MORAN,TANGO,Armando Acquarone,Enrique Gaudino
1955-04-14,Dir. Armando Cupo,Bailemos,Alberto MORAN,TANGO,Pascual Mamone,Reinaldo Yiso
1955-05-19,Dir. Armando Cupo,Yo no sé que me han hecho tus ojos,Alberto MORAN,VALS,Francisco Canaro,Francisco Canaro
1955-09-26,Dir. Armando Cupo,Lágrimas de sangre,Alberto MORAN,TANGO,Roberto Giménez,Roberto Giménez
1955-09-26,Dir. Armando Cupo,Muchachita de barrio,Alberto MORAN,TANGO,Jorge Caldara,Mario Soto
1955-11-08,Dir. Armando Cupo,Pasional,Alberto MORAN,TANGO,Jorge Caldara,Mario Soto
1956-01-19,Dir. Armando Cupo,Vendrás alguna vez,Alberto MORAN,TANGO,Alfredo Malerba,Luis César Amadori
1956-05-17,Dir. Armando Cupo,Desvelo (De flor en flor),Alberto MORAN,TANGO,Eduardo Bonessi,Enrique Cadícamo
1956-07-25,Dir. Armando Cupo,Riendo,Alberto MORAN,TANGO,Alfredo Malerba y Mario Maurano,Rodolfo Sciammarella
1956-10-24,Dir. Armando Cupo,La novia del suburbio,Alberto MORAN,TANGO,Roberto Rufino,Agustín Minotti
1956-11-23,Dir. Armando Cupo,Cuando no la tenga más,Alberto MORAN,TANGO, , 
1956-11-23,Dir. Armando Cupo,Querida,Alberto MORAN,VALS, , 
1957-05-03,Dir. Armando Cupo,Muriéndome de amor,Alberto MORAN,TANGO,Manuel Sucher,Carlos Bahr
1958-07-24,Dir. Armando Cupo,El abrojito,Alberto MORAN,TANGO,Luis Bernstein,Jesús Fernández Blanco
1958-10-23,Dir. Armando Cupo,Dicha pasada,Alberto MORAN,TANGO,Guillermo Barbieri,Guillermo Barbieri
1959-05-01,Dir. Armando Cupo,Charlemos de amor,Alberto MORAN,TANGO, , 
1959-05-01,Dir. Armando Cupo,Quiero hablarte nuevamente,Alberto MORAN,TANGO, , 
1968-05-29,Dir. Armando Cupo,Bailemos,Alberto MORAN,TANGO,Pascual Mamone,Reinaldo Yiso
1968-05-29,Dir. Armando Cupo,Descorazonado,Alberto MORAN,TANGO,Oscar Herrero,Marvil
1968-05-29,Dir. Armando Cupo,El abrojito,Alberto MORAN,TANGO,Luis Bernstein,Jesús Fernández Blanco
1968-05-29,Dir. Armando Cupo,Frente a una copa,Alberto MORAN,TANGO,Francisco Amor,Elías Wainer
1968-05-31,Dir. Armando Cupo,Barro,Alberto MORAN,TANGO,Osvaldo Pugliese,Horacio Sanguinetti
1968-05-31,Dir. Armando Cupo,Cadenas,Alberto MORAN,TANGO,Luis Rubistein,Luis Rubistein
1968-05-31,Dir. Armando Cupo,Cualquier cosa,Alberto MORAN,TANGO,Herminia Velich y Juan Velich,Herminia Velich y Juan Velich
1968-05-31,Dir. Armando Cupo,Dejame en paz,Alberto MORAN,TANGO,Américo Actis,Oscar Rubens
1968-05-31,Dir. Armando Cupo,La noche que me esperes,Alberto MORAN,VALS,Juan Canaro,Juan Canaro
1968-05-31,Dir. Armando Cupo,Porque no te tengo más,Alberto MORAN,TANGO,Oscar Herrero  (Oscar Luis Herrero),Marvil
1968-05-31,Dir. Armando Cupo,Una vez,Alberto MORAN,TANGO,Osvaldo Pugliese,Cátulo Castillo
1968-05-31,Dir. Armando Cupo,Y volvemos a querernos,Alberto MORAN,TANGO,Luciano Leocata,Abel Aznar
1970-09-01,Dir. Armando Cupo,Cielo,Alberto MORAN,TANGO,Andrés Falgás,Mario Landi
1970-09-01,Dir. Armando Cupo,Como dos extraños,Alberto MORAN,TANGO,Pedro Laurenz,José María Contursi
1970-09-01,Dir. Armando Cupo,Junto a tu corazón,Alberto MORAN,TANGO,Enrique Francini y Héctor Stamponi,José María Contursi
1970-09-01,Dir. Armando Cupo,Nada más que un corazón,Alberto MORAN,TANGO,Manuel Sucher,Carlos Bahr
1970-09-01,Dir. Armando Cupo,No me esperes esta noche,Alberto MORAN,TANGO, , 
1970-09-01,Dir. Armando Cupo,Pudo ser amor,Alberto MORAN,TANGO, , 
1970-09-08,Dir. Armando Cupo,Anoche,Alberto MORAN,TANGO,Armando Pontier,Cátulo Castillo
1970-09-08,Dir. Armando Cupo,Como se hace un tango,Alberto MORAN,TANGO,Arturo Gallucci,Enrique Dizeo
1970-09-08,Dir. Armando Cupo,Juntos,Alberto MORAN,TANGO, , 
1970-09-08,Dir. Armando Cupo,La vi llegar,Alberto MORAN,TANGO,Enrique Francini,Julián Centeya
1970-09-08,Dir. Armando Cupo,Que solo estoy,Alberto MORAN,TANGO,Raúl Kaplún,Roberto Miró
1970-09-08,Dir. Armando Cupo,Quisiera amarte menos,Alberto MORAN,VALS,Francisco Canaro,Luis César Amadori
1952-03-28,Dir. Ismael Spitalnik,Ansina es la madre mia,Aldo CALDERON,CANCION, , 
1952-03-28,Dir. Ismael Spitalnik,De vuelta al bulin,Aldo CALDERON,TANGO,José Martinez,Pascual Contursi
1952-07-10,Dir. Ismael Spitalnik,Betinoti,Aldo CALDERON,MILONGA,Sebastián Piana,Homero Manzi
1952-07-10,Dir. Ismael Spitalnik,Pobre de ellos,Aldo CALDERON,TANGO,Héctor Marcó,Héctor Marcó
1952-10-24,Dir. Ismael Spitalnik,Manos adoradas,Aldo CALDERON,VALS,Roberto Rufino,Horacio Sanguinetti
1952-10-24,Dir. Ismael Spitalnik,Murmullos (Murmuyos),Aldo CALDERON,TANGO,Froilán Aguilar,Juan Carlos Patrón
1953-02-09,Dir. Ismael Spitalnik,Mientras caia el telon,Aldo CALDERON,TANGO, , 
1953-02-09,Dir. Ismael Spitalnik,Sublime como el cielo,Aldo CALDERON,VALS, , 
1953-05-22,Dir. Ismael Spitalnik,Milonguita (Esthercita),Aldo CALDERON,TANGO,Enrique Delfino,Samuel Linnig
1953-05-22,Dir. Ismael Spitalnik,Te quiero mas,Aldo CALDERON,TANGO,Orlando Ángel Perri y Miguel Megías,Orlando Ángel Perri y Miguel Megías
1953-12-23,Dir. Ismael Spitalnik,El viaje del negro,Aldo CALDERON,MILONGA,Alberto Mastra,Alberto Mastra
1953-12-23,Dir. Ismael Spitalnik,Será una noche,Aldo CALDERON,TANGO,José Tinelli,Manuel Ferradás Campos
1954-05-04,Dir. Ismael Spitalnik,Oración rante,Aldo CALDERON,TANGO,Roberto Chanel,Aldo Queirolo
1954-05-04,Dir. Ismael Spitalnik,Qué querés con ese loro,Aldo CALDERON,TANGO,Enrique Delfino,Manuel Romero
1952-08-14,Alfredo ATTADIA,El negro pintos, ,TANGO, , 
1952-08-14,Alfredo ATTADIA,Tus besos fueron míos,Enzo Valentino,TANGO,Anselmo Aieta,Francisco García Jiménez
1952-10-28,Alfredo ATTADIA,Betinoti,Enzo Valentino,MILONGA,Sebastián Piana,Homero Manzi
1943-07-23,Alfredo DE ANGELIS,Marioneta,Floreal Ruiz,TANGO,Juan José Guichandut,Armando Tagini
1943-07-23,Alfredo DE ANGELIS,Qué buena es,Julio Martel y Nestor Rodi,TANGO,Armando Ferreiro,Hipólito Oneca
1943-08-10,Alfredo DE ANGELIS,Buenos Aires de ayer,Julio Martel y Nestor Rodi,MILONGA, , 
1943-08-10,Alfredo DE ANGELIS,Dejame así,Floreal Ruiz,TANGO,Víctor Braña y Domingo Triguero,Oscar Rubens
1943-11-04,Alfredo DE ANGELIS,Como se muere de amor,Floreal Ruiz y Nestor Rodi,TANGO,Daniel Alvarez,Daniel Alvarez
1943-11-04,Alfredo DE ANGELIS,Pura maña, ,TANGO,Pedro Maffia, 
1944-02-29,Alfredo DE ANGELIS,Bajo el cono azul,Floreal Ruiz y Nestor Rodi,TANGO,Alfredo De Angelis,Carmelo Volpe
1944-02-29,Alfredo DE ANGELIS,Ya sé que siguen hablando,Julio Martel,TANGO,Héctor Palacios,Iván Diez
1944-04-28,Alfredo DE ANGELIS,Cero al as,Floreal Ruiz,TANGO,Arturo Gallucci,Francisco Bohigas
1944-04-28,Alfredo DE ANGELIS,Mi novia de ayer,Floreal Ruiz,VALS,Arturo Gallucci,José Barreiros Bazán
1944-06-03,Alfredo DE ANGELIS,La cumparsita,Nestor Rodi,TANGO,Gerardo Matos Rodriguez,Gerardo Matos Rodriguez
1944-06-03,Alfredo DE ANGELIS,Madre,Floreal Ruiz,TANGO,Francisco Pracánico,Verminio Servetto
1944-07-31,Alfredo DE ANGELIS,De igual a igual,Julio Martel,TANGO,Rodolfo Sciammarella,Rodolfo Sciammarella
1944-07-31,Alfredo DE ANGELIS,La guitarrera,Floreal Ruiz,MILONGA,Francisco Brancatti,Rafael Dadino
1944-08-29,Alfredo DE ANGELIS,El tropero del amor,Carlos Dante,TANGO,Teófilo Lespés,Yaraví
1944-08-29,Alfredo DE ANGELIS,Soñar y nada mas,Carlos Dante y Julio Martel,VALS,Francisco Canaro,Ivo Pelay
1944-10-10,Alfredo DE ANGELIS,Campanita,Julio Martel,TANGO,Juan Polito,Salvador Polito
1944-10-10,Alfredo DE ANGELIS,Melenita de oro,Carlos Dante,TANGO,Carlos Vicente Geroni Flores,Samuel Linnig
1944-11-23,Alfredo DE ANGELIS,Cruz de palo,Carlos Dante,TANGO,Guillermo Barbieri,Enrique Cadícamo
1944-11-23,Alfredo DE ANGELIS,Parece un cuento,Julio Martel,TANGO,Lalo Etchegoncelay,José Rótulo
1944-11-27,Alfredo DE ANGELIS,El vals de nochebuena,Carlos Dante,VALS, , 
1944-12-18,Alfredo DE ANGELIS,Va llegando gente al baile,Julio Martel,TANGO,Félix Lipesker,Lito Bayardo
1945-01-09,Alfredo DE ANGELIS,El pial, ,TANGO, , 
1945-01-09,Alfredo DE ANGELIS,La mañana,Julio Martel,MILONGA,Miguel Bucino,Miguel Bucino
1945-01-09,Alfredo DE ANGELIS,Nieve de amor,Carlos Dante,TANGO,Alberto Talián y Eduardo Talián,Horacio Sanguinetti
1945-01-09,Alfredo DE ANGELIS,No me importa su amor,Carlos Dante,TANGO,José Dames,Enrique Cadícamo
1945-03-26,Alfredo DE ANGELIS,Cuando tú me quieras,Carlos Dante,TANGO,Julio Pollero y Agesilao Ferrazzano,Francisco Bohigas
1945-03-26,Alfredo DE ANGELIS,Pregonera,Carlos Dante y Julio Martel,TANGO,Alfredo De Angelis,José Rótulo
1945-05-04,Alfredo DE ANGELIS,Acordes porteños,Julio Martel,TANGO, , 
1945-05-04,Alfredo DE ANGELIS,Ya estamos iguales,Carlos Dante,TANGO,Anselmo Aieta,Francisco García Jiménez
1945-06-08,Alfredo DE ANGELIS,Altar sin luz,Julio Martel,TANGO,Guillermo Vilar,Iván Diez
1945-06-08,Alfredo DE ANGELIS,Ilusión azul,Carlos Dante,VALS,Arquímedes Arci,Arquímedes Arci
1945-07-17,Alfredo DE ANGELIS,No no me abandones,Julio Martel,TANGO,Héctor Grané,Justo Ricardo Thompson
1945-07-17,Alfredo DE ANGELIS,Un tango y nada mas,Julio Martel,TANGO,Armando Lacava y Juan Pomati,Carlos Waiss
1945-08-10,Alfredo DE ANGELIS,Por eso grito,Julio Martel,TANGO,Edgardo Donato,César Córdoba
1945-08-31,Alfredo DE ANGELIS,Vieja luna,Carlos Dante,TANGO,Arturo Gallucci,Celedonio Flores
1945-09-11,Alfredo DE ANGELIS,Rendido,Julio Martel,TANGO,Alfredo Cordisco,Alberto Leiva
1945-09-11,Alfredo DE ANGELIS,Soy un arlequín,Carlos Dante,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo
1945-10-29,Alfredo DE ANGELIS,Mentiras piadosas,Carlos Dante,TANGO,Miguel Nijensohn y Pedro Héctor Pandolfi,Carlos Marín
1945-10-30,Alfredo DE ANGELIS,Ivón,Julio Martel,TANGO,Luis Visca,Horacio Sanguinetti
1945-11-13,Alfredo DE ANGELIS,Del pasado,Carlos Dante y Julio Martel,MILONGA,Alfredo Marino,Alfredo Marino
1945-11-13,Alfredo DE ANGELIS,Para qué te quiero tanto,Carlos Dante,TANGO,Juan Larenza,Cátulo Castillo
1945-12-13,Alfredo DE ANGELIS,Aqui he venido a cantar,Julio Martel,TANGO,Fulvio Salamanca,Carlos Bahr
1945-12-13,Alfredo DE ANGELIS,Sirva otra copa,Carlos Dante,TANGO,Arturo Gallucci,José Rótulo
1946-01-07,Alfredo DE ANGELIS,El entrerriano, ,TANGO,Rosendo Mendizabal,Homero Exposito
1946-01-07,Alfredo DE ANGELIS,Pobre flor,Carlos Dante y Julio Martel,VALS,Luis Mottolese,Víctor Feliciano Spíndola
1946-03-01,Alfredo DE ANGELIS,Carnaval,Carlos Dante,TANGO,Anselmo Aieta,Francisco García Jiménez
1946-03-01,Alfredo DE ANGELIS,Hoy al recordarla,Julio Martel,TANGO,José Canet,José Canet
1946-03-29,Alfredo DE ANGELIS,Para mí lo mismo da,Carlos Dante,TANGO,Alberto Talián y Eduardo Talián,Santiago Adamini
1946-03-29,Alfredo DE ANGELIS,Y no volvió,Julio Martel,TANGO,Carlos Cubría y Héctor Gentile,José Rótulo
1946-04-26,Alfredo DE ANGELIS,El mayoral del tranvía,Julio Martel,MILONGA,Carlos Mayel,Francisco Laino
1946-04-26,Alfredo DE ANGELIS,La brisa,Carlos Dante,TANGO,Francisco Canaro y Juan Canaro,Juan Andrés Caruso
1946-05-24,Alfredo DE ANGELIS,Esa noche,Julio Martel,VALS,Tito Ribero,Carlos Waiss
1946-05-24,Alfredo DE ANGELIS,Remolino,Carlos Dante y Julio Martel,TANGO,Alfredo De Angelis,José Rótulo
1946-06-28,Alfredo DE ANGELIS,Con alma de tango,Carlos Dante,TANGO,Juan D'Arienzo,Carlos Waiss
1946-06-28,Alfredo DE ANGELIS,El chañar, ,TANGO,Eduardo Arolas, 
1946-07-11,Alfredo DE ANGELIS,En la noche de tus ojos,Carlos Dante,TANGO,Pacífico Lambertucci,Francisco García Jiménez
1946-07-11,Alfredo DE ANGELIS,Melodía gris,Julio Martel,TANGO,Raúl Bruno,Ricardo Duggan
1946-08-23,Alfredo DE ANGELIS,La vida me engañó,Julio Martel,TANGO,Alfonso Casini,Marvil
1946-08-23,Alfredo DE ANGELIS,Tiene razón amigazo,Julio Martel,TANGO,Alfredo Calabró,Enrique Dizeo
1946-09-25,Alfredo DE ANGELIS,Así es Ninón,Carlos Dante,TANGO,Juan Larenza,Marsilio Robles
1946-09-25,Alfredo DE ANGELIS,El taladro, ,TANGO, , 
1946-11-07,Alfredo DE ANGELIS,Justicia criolla,Carlos Dante,TANGO,Rafael Iriarte,Francisco Brancatti
1946-11-07,Alfredo DE ANGELIS,Rosicler,Julio Martel,TANGO,José Basso,Francisco García Jiménez
1946-11-29,Alfredo DE ANGELIS,Oro muerto (Jirón porteño),Julio Martel,TANGO,Juan Raggi y Julio Navarrine,Juan Raggi
1946-11-29,Alfredo DE ANGELIS,Qué lindo es estar metido,Carlos Dante,TANGO,Enrique Delfino,Pascual Contursi
1946-12-13,Alfredo DE ANGELIS,Yo también carrero fui,Julio Martel,TANGO,Héctor Marcó,Héctor Marcó
1946-12-27,Alfredo DE ANGELIS,Adios marinero,Carlos Dante y Julio Martel,TANGO,Arturo Gallucci,Reinaldo Yiso
1946-12-27,Alfredo DE ANGELIS,Chorra,Julio Martel,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo
1946-12-27,Alfredo DE ANGELIS,Mano a mano,Carlos Dante,TANGO,Carlos Gardel y José Razzano,Celedonio Flores
1947-03-20,Alfredo DE ANGELIS,Aleli,Carlos Dante,TANGO,Alfredo De Angelis,José Rótulo
1947-03-20,Alfredo DE ANGELIS,Yo también reí,Julio Martel,TANGO,Carlos Cubría y Héctor Gentile,José Rótulo
1947-04-23,Alfredo DE ANGELIS,A su memoria,Carlos Dante,VALS,Antonio Sureda,Homero Manzi
1947-04-23,Alfredo DE ANGELIS,Entrá sin miedo hermana,Julio Martel,TANGO,Raúl de los Hoyos,Mario Flores
1947-05-08,Alfredo DE ANGELIS,Con la otra,Carlos Dante,TANGO,Lito Bayardo,Lito Bayardo
1947-05-08,Alfredo DE ANGELIS,Sigan tomando muchachos,Julio Martel,TANGO,Antonio Bonavena,Rodolfo Scafidi
1947-06-06,Alfredo DE ANGELIS,La novia ausente,Julio Martel,TANGO,Guillermo Barbieri,Enrique Cadícamo
1947-06-06,Alfredo DE ANGELIS,Lunes (Lunes trece),Carlos Dante,TANGO,José Luis Padula,Francisco García Jiménez
1947-07-03,Alfredo DE ANGELIS,Cien guitarras,Carlos Dante y Julio Martel,MILONGA,Arturo Gallucci,Raúl Hormaza
